Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,matchday,Home_pre_po,Away_pre_po,home_Public_per,draw_public_per,away_public_per,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
B1,09/01/2021,15:15,Waregem,Mouscron,1,0,30,9,16,70.8,20.8,8.3,H,1,0,H,6,17,1,5,13,15,2,10,3,2,0,0,1.85,3.75,3.8,1.95,3.6,3.9,1.95,3.5,3.8,1.95,3.5,4.11,1.91,3.5,3.8,1.93,3.5,3.9,2,3.8,4.19,1.93,3.52,3.83
B1,09/01/2021,17:30,Cercle Brugge,Eupen,1,2,30,17,13,41.7,37.5,20.8,A,0,0,D,14,12,5,5,12,11,6,8,2,3,0,0,2.5,3.4,2.62,2.55,3.3,2.8,2.5,3.3,2.7,2.59,3.35,2.82,2.5,3.25,2.75,2.55,3.3,2.75,2.62,3.53,2.84,2.53,3.33,2.72
B1,09/01/2021,17:30,Kortrijk,Genk,2,1,30,14,3,0,4.2,95.8,H,1,1,D,13,11,6,4,19,11,5,3,1,2,0,0,3.5,3.4,2.1,3.4,3.4,2.15,3.15,3.35,2.2,3.39,3.38,2.23,3.3,3.3,2.15,3.2,3.5,2.15,3.5,3.54,2.3,3.25,3.37,2.18
B1,09/01/2021,19:45,Oostende,Charleroi,3,2,30,6,7,25,8.3,66.7,H,1,1,D,19,11,6,3,15,7,6,3,2,0,0,0,2.75,3.4,2.45,2.7,3.5,2.55,2.7,3.3,2.5,2.77,3.41,2.6,2.7,3.4,2.45,2.7,3.4,2.55,2.81,3.62,2.71,2.71,3.38,2.52
B1,10/01/2021,12:30,Mechelen,Antwerp,3,0,30,11,2,3.8,11.5,84.6,H,0,0,D,12,9,5,0,14,10,6,4,1,3,0,0,2.87,3.4,2.3,2.8,3.4,2.5,2.75,3.4,2.45,2.81,3.51,2.51,2.75,3.3,2.45,2.8,3.5,2.4,2.9,3.74,2.52,2.78,3.44,2.42
B1,10/01/2021,15:00,Beerschot VA,Gent,1,1,30,5,10,15.4,23.1,61.5,D,1,1,D,7,16,3,6,11,11,2,11,4,2,0,0,3.1,3.5,2.15,3.1,3.7,2.2,2.95,3.7,2.2,3.05,3.92,2.19,3,3.6,2.2,3.1,3.7,2.15,3.1,3.94,2.24,2.98,3.73,2.17
B1,10/01/2021,17:15,Oud-Heverlee Leuven,Anderlecht,1,0,30,8,4,0,7.7,92.3,H,0,0,D,5,19,1,3,10,9,1,9,1,3,0,0,4,3.6,1.9,3.7,3.8,1.95,3.5,3.75,1.95,3.68,3.92,1.94,3.5,3.7,1.95,3.6,3.75,1.95,4,3.94,1.99,3.57,3.74,1.94
B1,10/01/2021,19:45,St Truiden,Club Brugge,1,2,30,15,1,3.8,0,96.2,A,0,2,A,10,12,3,3,8,13,5,7,1,2,1,0,6,4.2,1.53,5.5,4.33,1.57,5.5,4.3,1.55,5.94,4.24,1.56,6,4,1.52,6,4.2,1.53,6,4.65,1.58,5.65,4.23,1.54
B1,11/01/2021,19:45,Standard,Waasland-Beveren,3,1,30,12,18,96.2,3.8,0,H,1,0,H,20,10,8,5,16,11,5,5,3,1,0,0,1.45,4.2,7,1.48,4.5,6.75,1.5,4.3,6.25,1.47,4.55,6.58,1.47,4.2,6.5,1.5,4.33,6.5,1.51,4.7,7,1.47,4.37,6.33
B1,12/01/2021,19:45,Oostende,Eupen,1,1,17,9,11,70.6,23.5,5.9,D,0,0,D,18,6,4,2,15,10,10,2,2,3,0,1,1.8,3.8,4,1.85,3.9,3.9,1.85,3.75,3.9,1.87,3.91,4.1,1.83,3.6,4,1.83,3.8,4,1.9,4,4.2,1.84,3.81,3.92
B1,13/01/2021,17:30,Beerschot VA,Cercle Brugge,1,1,17,3,13,94.1,2.9,2.9,D,1,0,H,3,14,1,2,9,12,2,7,2,1,0,0,1.85,3.75,3.75,1.95,3.4,4.1,1.9,3.55,3.9,1.91,3.59,4.2,1.91,3.5,3.8,1.9,3.6,3.9,1.95,3.85,4.2,1.89,3.6,3.91
B1,15/01/2021,19:45,Eupen,Anderlecht,2,0,20,13,4,0,3.8,96.2,H,0,0,D,18,12,4,5,16,9,3,3,2,3,0,1,4,3.75,1.9,3.9,3.5,1.95,3.75,3.5,1.95,3.94,3.65,1.97,3.6,3.4,2,3.9,3.6,1.9,4.06,3.78,1.99,3.81,3.55,1.93
B1,16/01/2021,15:15,Oostende,Kortrijk,2,1,20,8,9,53.6,35.7,10.7,H,1,0,H,7,11,2,2,20,13,2,2,2,1,0,0,2.15,3.6,3.1,2.15,3.6,3.25,2.2,3.45,3.1,2.22,3.6,3.21,2.15,3.4,3.2,2.15,3.5,3.25,2.26,3.63,3.25,2.19,3.5,3.11
B1,16/01/2021,17:30,Mouscron,Genk,2,0,20,18,2,7.1,0,92.9,H,1,0,H,17,12,12,2,20,16,8,4,2,2,0,1,4.75,3.75,1.7,4.5,3.9,1.75,4.3,3.8,1.75,4.5,4.01,1.75,4.5,3.75,1.73,4.6,3.8,1.73,5,4.02,1.78,4.43,3.84,1.74
B1,16/01/2021,17:30,Waasland-Beveren,Waregem,1,5,20,17,12,10.7,35.7,53.7,A,0,2,A,13,18,7,10,8,7,8,1,2,1,0,0,2.7,3.6,2.37,2.75,3.6,2.45,2.7,3.55,2.4,2.73,3.79,2.45,2.88,3.4,2.35,2.8,3.5,2.38,2.88,3.79,2.47,2.73,3.58,2.4
B1,16/01/2021,19:45,Charleroi,Mechelen,0,1,20,3,14,78.6,17.9,3.6,A,0,0,D,10,10,5,1,14,21,7,4,1,1,0,0,2.05,3.6,3.3,2.15,3.75,3.1,2.15,3.55,3.15,2.13,3.87,3.21,2.05,3.6,3.3,2.15,3.5,3.25,2.17,3.87,3.45,2.11,3.64,3.2
B1,17/01/2021,12:30,Gent,Antwerp,0,1,20,10,5,39.3,42.9,17.9,A,0,0,D,10,7,4,1,14,8,5,4,1,3,0,0,1.95,3.5,4,1.95,3.6,3.8,1.97,3.55,3.65,1.99,3.64,3.81,2,3.4,3.6,2.05,3.6,3.4,2.09,3.74,4,1.98,3.54,3.64
B1,17/01/2021,15:00,Cercle Brugge,Standard,0,1,20,16,11,3.6,10.7,85.7,A,0,1,A,7,5,0,3,22,13,7,3,1,1,0,0,3.6,3.5,2,3.6,3.5,2.05,3.6,3.35,2.05,3.79,3.43,2.07,3.5,3.4,2.05,3.6,3.4,2.05,3.85,3.58,2.07,3.62,3.39,2.03
B1,17/01/2021,17:15,Beerschot VA,Club Brugge,0,3,20,6,1,0,3.6,96.4,A,0,2,A,10,15,4,6,15,6,5,7,3,2,0,0,6.5,4.75,1.45,6.25,4.5,1.5,6,4.6,1.47,5.94,4.93,1.49,5.5,4.33,1.52,6.5,4.6,1.45,6.5,5.12,1.51,6.02,4.67,1.46
B1,17/01/2021,19:45,St Truiden,Oud-Heverlee Leuven,3,1,20,15,7,7.1,46.4,46.4,H,2,1,H,12,9,4,4,11,17,2,4,2,0,0,1,2,3.4,3.75,2.1,3.25,3.7,2.15,3.2,3.55,2.15,3.21,3.79,2.1,3.1,3.7,2.1,3.4,3.5,2.18,3.4,3.79,2.1,3.23,3.58
B1,19/01/2021,17:45,Mouscron,Waasland-Beveren,1,1,25,16,18,52.9,47.1,0,D,0,0,D,14,8,4,4,14,12,6,6,4,1,0,0,1.83,3.8,4,1.9,3.6,4.1,1.9,3.5,4,1.91,3.68,4.19,1.88,3.5,4,1.85,3.6,4.1,1.97,3.8,4.28,1.89,3.58,4
B1,19/01/2021,20:00,Anderlecht,Charleroi,3,0,25,5,4,81.8,9.1,9.1,H,2,0,H,15,4,4,0,2,16,6,4,0,3,0,0,1.9,3.5,3.75,1.95,3.5,3.9,1.97,3.4,3.75,2,3.58,3.92,1.95,3.4,3.8,2,3.4,3.75,2.04,3.66,4,1.97,3.46,3.76
B1,20/01/2021,15:30,Kortrijk,St Truiden,0,2,25,13,14,76,20,4,A,0,2,A,29,8,7,2,14,12,9,1,2,0,0,0,2.15,3.5,3.1,2.15,3.6,3.3,2.2,3.35,3.2,2.24,3.48,3.28,2.2,3.3,3.2,2.15,3.5,3.3,2.25,3.66,3.37,2.18,3.43,3.21
B1,20/01/2021,17:45,Eupen,Beerschot VA,3,1,25,15,6,32,28,40,H,2,1,H,13,5,5,3,8,14,7,4,0,2,0,1,1.95,3.75,3.4,1.95,3.8,3.7,1.97,3.65,3.5,1.99,3.75,3.68,2,3.5,3.5,1.95,3.75,3.5,2.04,3.83,3.71,1.97,3.66,3.52
B1,20/01/2021,17:45,Mechelen,Standard,0,4,25,8,9,16,32,52,A,0,1,A,13,11,3,5,17,14,4,0,1,1,0,0,2.25,3.75,2.8,2.3,3.5,3,2.35,3.4,2.85,2.4,3.55,2.94,2.3,3.3,3,2.3,3.5,2.9,2.41,3.75,3.1,2.34,3.45,2.9
B1,20/01/2021,20:00,Antwerp,Cercle Brugge,1,0,25,2,17,100,0,0,H,0,0,D,10,8,1,1,9,14,2,8,2,3,0,0,1.5,4.33,5.75,1.55,4.4,5.75,1.55,4.2,5.5,1.55,4.19,6.24,1.52,4,6,1.55,4.2,5.75,1.57,4.4,6.4,1.54,4.2,5.75
B1,20/01/2021,20:00,Club Brugge,Oostende,2,1,25,1,7,100,0,0,H,1,1,D,14,10,6,4,11,12,5,3,1,1,0,0,1.28,5.5,8.5,1.3,5.75,9.25,1.33,5.5,8.25,1.32,5.52,9.42,1.3,5,9.5,1.3,5.5,9.5,1.34,5.82,9.6,1.31,5.39,8.73
B1,21/01/2021,17:45,Waregem,Oud-Heverlee Leuven,2,3,25,11,12,32,32,36,A,2,1,H,11,17,5,8,12,9,5,9,1,0,0,0,2.25,3.5,3,2.3,3.9,2.8,2.3,3.65,2.8,2.27,3.93,2.9,2.3,3.5,2.88,2.25,3.6,3,2.39,3.93,3,2.27,3.69,2.84
B1,21/01/2021,20:00,Genk,Gent,1,1,25,3,10,88,8,4,D,1,1,D,6,16,3,6,12,25,0,4,2,4,1,0,2.05,3.75,3.3,2.05,3.8,3.1,2.15,3.55,3.1,2.19,3.68,3.21,2.15,3.5,3.1,2.1,3.6,3.25,2.22,3.94,3.3,2.12,3.63,3.13
B1,22/01/2021,19:45,Anderlecht,Waasland-Beveren,0,0,21,5,18,100,0,0,D,0,0,D,26,4,10,0,9,9,13,1,1,0,0,0,1.28,4.5,11,1.3,5.5,10,1.3,5.5,9.5,1.3,5.69,10.58,1.27,5.25,11,1.29,5.5,10,1.31,6,11,1.29,5.5,9.82
B1,23/01/2021,15:15,Mechelen,Eupen,3,0,21,15,13,46.2,34.6,19.2,H,1,0,H,14,12,8,4,9,16,5,10,3,1,0,0,1.75,3.6,3.6,1.9,3.8,3.8,1.95,3.65,3.7,1.93,3.86,3.79,1.85,3.7,3.8,1.93,3.6,3.8,1.98,3.91,3.86,1.91,3.71,3.69
B1,23/01/2021,17:30,Kortrijk,Cercle Brugge,1,2,21,11,17,73.1,7.7,19.2,A,1,2,A,16,11,3,5,13,9,8,7,2,1,0,0,2,3.75,3,2,3.6,3.7,2.05,3.4,3.5,2.11,3.45,3.62,2.05,3.4,3.5,2.05,3.5,3.5,2.13,3.75,3.7,2.06,3.46,3.46
B1,23/01/2021,17:30,St Truiden,Mouscron,0,2,21,14,16,76.9,15.4,7.7,A,0,1,A,17,12,3,6,8,16,7,4,4,3,0,0,1.9,3.6,3.25,1.95,3.6,3.9,2,3.45,3.6,2.02,3.59,3.76,1.91,3.6,3.75,2,3.5,3.6,2.05,3.81,3.9,1.97,3.54,3.62
B1,23/01/2021,19:45,Antwerp,Oostende,1,2,21,3,7,88.5,7.7,3.8,A,1,1,D,11,12,3,5,7,9,4,4,3,3,0,0,2,3.75,3.4,2.05,3.7,3.4,2.05,3.55,3.35,2.08,3.7,3.47,1.91,3.7,3.6,2.05,3.6,3.4,2.11,4.02,3.5,2.02,3.65,3.38
B1,24/01/2021,12:30,Club Brugge,Genk,3,2,21,1,2,80.8,15.4,3.8,H,1,2,A,18,9,8,4,12,17,7,2,0,1,0,0,1.55,3.8,5,1.6,3.8,6.25,1.63,3.75,5.75,1.63,3.73,6.12,1.6,3.75,5.5,1.62,3.8,5.5,1.68,4.2,6.31,1.62,3.77,5.56
B1,24/01/2021,15:00,Waregem,Beerschot VA,0,3,21,10,6,19.2,38.5,42.3,A,0,0,D,9,9,2,5,13,16,6,3,0,0,0,0,1.95,3.6,3.1,2.1,3.5,3.5,2.1,3.5,3.25,2.13,3.53,3.48,2.05,3.5,3.4,2.1,3.5,3.3,2.15,3.84,3.56,2.09,3.5,3.3
B1,24/01/2021,17:15,Standard,Charleroi,3,2,21,9,4,53.8,19.2,26.9,H,2,1,H,14,16,6,10,11,13,3,2,1,2,0,1,1.9,3.6,3.3,2.1,3.25,3.75,2.1,3.2,3.55,2.13,3.24,3.82,2,3.3,3.7,2.1,3.3,3.6,2.16,3.6,3.87,2.09,3.28,3.53
B1,24/01/2021,19:45,Oud-Heverlee Leuven,Gent,0,3,21,8,12,46.2,15.4,38.5,A,0,1,A,12,25,5,9,4,10,3,7,2,2,1,0,3.8,3.6,1.72,3.7,4.25,1.85,3.55,4,1.9,3.57,4.34,1.88,3.9,4,1.78,3.9,4,1.8,3.9,4.35,1.91,3.63,4.07,1.84
B1,26/01/2021,17:45,Eupen,Antwerp,0,2,22,14,3,0,8.3,91.7,A,0,2,A,19,11,4,4,10,8,5,4,2,1,0,0,2.75,3.6,2.37,3,3.5,2.3,2.9,3.3,2.4,3,3.49,2.42,2.88,3.25,2.4,2.88,3.4,2.4,3.12,3.6,2.44,2.92,3.39,2.37
B1,26/01/2021,17:45,Waasland-Beveren,Mechelen,2,3,22,18,12,0,12.5,87.5,A,0,2,A,9,17,6,7,13,13,6,10,2,1,0,0,4.75,4.33,1.6,4.5,4.5,1.65,4.7,4.1,1.63,4.73,4.36,1.68,4.8,4,1.63,5,4.2,1.6,5.22,4.5,1.68,4.75,4.21,1.63
B1,26/01/2021,20:00,Mouscron,Anderlecht,1,1,22,16,5,0,4.2,95.8,D,1,0,H,7,11,1,2,23,11,5,4,2,1,0,0,5,3.8,1.7,4.6,4,1.72,4.4,3.65,1.75,4.7,3.89,1.76,4.6,3.5,1.75,4.75,3.7,1.73,5,4,1.8,4.55,3.72,1.75
B1,27/01/2021,17:45,Beerschot VA,Kortrijk,0,0,22,6,13,64,28,8,D,0,0,D,4,20,1,4,11,12,4,9,1,2,0,0,2.4,3.5,2.8,2.45,3.75,2.65,2.35,3.7,2.7,2.38,3.96,2.74,2.4,3.5,2.7,2.38,3.6,2.75,2.52,3.96,2.8,2.37,3.7,2.7
B1,27/01/2021,17:45,Genk,Waregem,3,2,22,2,11,100,0,0,H,1,0,H,12,13,5,6,11,11,5,3,0,0,0,0,1.5,4.5,5.75,1.5,4.4,6.5,1.53,4.5,5.5,1.5,4.41,6.71,1.5,4.2,6,1.5,4.5,5.75,1.56,4.62,6.74,1.5,4.39,5.94
B1,27/01/2021,20:00,Charleroi,Oud-Heverlee Leuven,1,1,22,10,15,88,12,0,D,0,1,A,19,17,11,5,9,14,12,5,2,3,0,0,1.8,3.8,4,1.9,3.8,3.9,1.9,3.65,3.9,1.88,3.82,4.04,1.91,3.5,3.8,1.87,3.75,3.9,1.94,3.9,4.1,1.88,3.7,3.86
B1,27/01/2021,20:00,Gent,St Truiden,1,1,22,4,9,80,16,4,D,0,1,A,10,3,5,2,18,16,6,3,1,2,0,0,1.57,4,5.75,1.62,4.2,5.25,1.57,4.1,5.5,1.57,4.32,5.71,1.57,3.9,5.5,1.55,4.1,5.75,1.62,4.4,5.96,1.57,4.16,5.42
B1,28/01/2021,17:45,Cercle Brugge,Club Brugge,1,2,22,17,1,4,0,96,A,1,1,D,8,8,5,3,9,9,2,6,0,2,0,0,7.5,5,1.36,8,4.6,1.42,7,4.7,1.43,8.61,4.5,1.41,8.5,4.4,1.38,8,4.6,1.4,8.92,5,1.43,7.66,4.56,1.4
B1,28/01/2021,20:00,Oostende,Standard,2,2,22,7,8,20,36,44,D,1,0,H,9,21,3,5,15,5,8,12,2,0,0,0,2.7,3.2,2.6,2.7,3.25,2.7,2.6,3.25,2.6,2.71,3.3,2.73,2.6,3.3,2.62,2.6,3.3,2.7,2.71,3.4,2.8,2.64,3.25,2.64
B1,29/01/2021,19:45,Antwerp,Waasland-Beveren,3,2,23,3,18,100,0,0,H,1,1,D,15,6,7,3,7,9,12,2,2,1,0,0,1.5,4.5,6,1.55,4,6.5,1.53,4,6.25,1.52,4.14,7.3,1.5,4,6.5,1.5,4.2,6.5,1.57,4.5,7.3,1.52,4.04,6.39
B1,30/01/2021,15:15,Mechelen,Genk,0,0,23,11,2,3.7,18.5,77.8,D,0,0,D,15,12,2,3,20,16,4,3,2,3,0,0,2.55,3.4,2.62,2.65,3.4,2.65,2.6,3.35,2.6,2.76,3.41,2.61,2.7,3.25,2.55,2.6,3.4,2.63,2.76,3.58,2.66,2.64,3.35,2.6
B1,30/01/2021,17:30,Eupen,Mouscron,1,1,23,16,15,59.3,22.2,18.5,D,1,0,H,12,11,5,4,10,13,7,6,0,2,0,0,2.05,3.3,3.5,2.05,3.4,3.8,2.05,3.4,3.45,2.11,3.55,3.51,2.05,3.4,3.5,2.05,3.4,3.6,2.15,3.72,3.8,2.06,3.45,3.48
B1,30/01/2021,17:30,Oud-Heverlee Leuven,Beerschot VA,0,1,23,9,6,44.4,25,29.6,A,0,0,D,14,14,3,7,15,12,6,4,3,2,0,0,2.2,3.5,3.1,2.3,3.5,3,2.35,3.35,2.9,2.42,3.38,3.04,2.35,3.3,2.9,2.3,3.6,2.88,2.45,3.6,3.1,2.34,3.36,2.95
B1,30/01/2021,19:45,Kortrijk,Charleroi,1,3,23,13,4,14.8,7.4,77.8,A,0,1,A,12,14,4,5,14,19,5,3,1,1,1,0,2.45,3.4,2.75,2.65,3.2,2.75,2.55,3.25,2.7,2.62,3.33,2.8,2.6,3.3,2.62,2.5,3.4,2.75,2.65,3.41,2.82,2.56,3.26,2.73
B1,31/01/2021,12:30,Club Brugge,Standard,3,1,23,1,8,96.4,3.6,0,H,2,1,H,17,10,7,5,8,18,7,4,1,4,0,0,1.55,3.8,6.5,1.62,3.9,5.75,1.6,3.7,6,1.61,3.75,6.49,1.57,3.75,6,1.6,3.9,5.75,1.65,4.1,6.74,1.59,3.78,5.93
B1,31/01/2021,15:00,Waregem,Oostende,2,1,23,12,7,25,28.6,46.4,H,1,1,D,20,13,3,7,8,11,7,9,1,1,0,0,3.4,3.5,2.05,3.2,4,2.05,3.15,3.85,2.05,3.31,4.12,2.02,3.2,3.7,2.05,3.2,3.9,2.05,3.4,4.12,2.15,3.18,3.86,2.04
B1,31/01/2021,17:15,Anderlecht,Gent,0,0,23,5,10,82.1,14.3,3.6,D,0,0,D,10,12,4,3,11,17,5,3,0,1,0,0,2.25,3.4,3.1,2.35,3.3,3.1,2.35,3.2,3.05,2.35,3.3,3.22,2.35,3.1,3.1,2.3,3.4,3,2.41,3.4,3.22,2.32,3.26,3.06
B1,31/01/2021,19:45,St Truiden,Cercle Brugge,3,0,23,14,17,60.7,28.6,10.7,H,1,0,H,10,15,6,2,7,11,1,4,3,2,0,0,2,3.5,3.5,2.15,3.3,3.6,2.15,3.25,3.5,2.18,3.31,3.59,2.1,3.4,3.4,2.1,3.3,3.5,2.2,3.52,3.7,2.12,3.29,3.48
B1,05/02/2021,19:45,Mouscron,Kortrijk,0,3,24,15,14,26.9,50,23.1,A,0,2,A,10,13,3,5,14,8,4,4,2,1,1,0,3,3.4,2.3,3,3.4,2.35,3.1,3.2,2.3,3.18,3.38,2.36,3,3.2,2.35,3.1,3.25,2.3,3.26,3.45,2.42,3.07,3.27,2.33
B1,06/02/2021,15:15,Oostende,St Truiden,3,1,24,7,13,88,8,4,H,1,0,H,13,5,4,2,8,14,7,5,0,1,0,0,2,3.2,3.8,2.05,3.3,3.9,2.05,3.25,3.65,2.1,3.16,4.04,2.05,3.25,3.7,2.05,3.4,3.6,2.15,3.4,4.04,2.06,3.23,3.75
B1,06/02/2021,17:30,Cercle Brugge,Mechelen,0,1,24,17,12,23.1,15.4,61.5,A,0,0,D,9,13,3,3,13,11,7,10,2,1,0,0,3,3.6,2.15,3,3.75,2.2,3,3.6,2.2,2.99,3.85,2.25,3.1,3.4,2.2,3.1,3.5,2.2,3.2,3.85,2.28,2.99,3.64,2.2
B1,06/02/2021,17:30,Waasland-Beveren,Club Brugge,0,2,24,18,1,0,0,100,A,0,1,A,6,22,0,10,16,9,3,5,2,0,0,0,13,7.5,1.16,13.5,6.25,1.22,12,6.75,1.2,15.04,6.64,1.2,13,6,1.22,15,6.5,1.2,15.17,7.5,1.23,12.84,6.52,1.2
B1,06/02/2021,19:45,Standard,Oud-Heverlee Leuven,1,1,24,8,11,92.3,3.8,3.8,D,0,0,D,13,10,4,3,11,13,7,1,3,1,1,0,1.65,3.8,5,1.7,4,4.75,1.67,4,4.6,1.69,4.08,4.84,1.67,3.9,4.6,1.67,4,4.75,1.71,4.2,5,1.68,3.97,4.67
B1,07/02/2021,12:30,Beerschot VA,Antwerp,1,2,24,5,3,0,38.5,61.5,A,0,0,D,6,11,3,2,8,16,5,7,4,3,0,0,3.4,3.25,2.2,3.5,3.1,2.25,3.35,3.15,2.25,3.51,3.13,2.3,3.3,3.2,2.2,3.13,3.4,2.25,3.55,3.4,2.31,3.36,3.13,2.25
B1,07/02/2021,15:00,Charleroi,Waregem,1,1,24,4,10,88.5,7.7,3.8,D,1,0,H,9,20,8,5,16,8,3,6,1,1,0,0,1.75,3.6,4.33,1.83,3.6,4.4,1.8,3.8,4,1.83,3.87,4.21,1.83,3.7,4,1.8,3.8,4.1,1.85,3.99,4.4,1.81,3.76,4.06
B1,07/02/2021,17:15,Genk,Anderlecht,1,2,24,2,6,69.2,23.1,7.7,A,1,2,A,5,11,1,3,16,11,5,2,3,2,0,0,2.3,3.4,3,2.4,3.3,3,2.4,3.35,2.9,2.42,3.44,2.99,2.38,3.25,2.9,2.4,3.4,2.88,2.44,3.47,3.02,2.37,3.35,2.9
B1,07/02/2021,19:45,Gent,Eupen,2,2,24,9,16,96.2,0,3.8,D,2,1,H,9,7,3,4,10,16,3,1,4,2,0,0,1.65,3.75,5,1.72,3.9,4.75,1.65,4.1,4.6,1.67,4.29,4.77,1.7,3.9,4.5,1.7,3.9,4.6,1.75,4.33,5,1.67,4.02,4.62
B1,12/02/2021,19:45,Oud-Heverlee Leuven,Kortrijk,3,1,26,9,14,84,8,8,H,3,0,H,8,28,4,10,7,17,3,5,2,4,1,0,2.9,3.4,2.37,2.65,3.7,2.5,2.75,3.4,2.45,2.79,3.62,2.51,2.7,3.4,2.45,2.8,3.5,2.4,2.9,3.7,2.51,2.73,3.47,2.44
B1,13/02/2021,17:30,St Truiden,Waregem,1,2,26,13,12,37.5,41.7,20.8,A,0,0,D,9,15,5,9,12,13,5,2,0,2,0,0,2,3.5,3.6,2.05,3.6,3.5,2.1,3.45,3.4,2.11,3.53,3.53,2.05,3.4,3.5,2.05,3.4,3.6,2.13,3.62,3.6,2.06,3.48,3.41
B1,14/02/2021,12:30,Standard,Antwerp,1,1,26,8,2,34.6,38.5,26.9,D,1,1,D,9,14,3,5,8,21,4,2,1,4,0,0,2.05,3.5,3.6,2.1,3.5,3.5,2.15,3.35,3.35,2.18,3.34,3.55,2.15,3.25,3.4,2.15,3.3,3.4,2.18,3.5,3.6,2.13,3.34,3.37
B1,14/02/2021,15:00,Beerschot VA,Mechelen,1,2,26,6,10,46.2,34.6,19.2,A,0,0,D,14,16,3,6,8,12,5,6,2,0,0,0,3.1,3.5,2.25,3.25,3.25,2.3,3.2,3.3,2.2,3.45,3.32,2.23,3.2,3.2,2.25,3.1,3.4,2.25,3.45,3.5,2.33,3.2,3.26,2.22
B1,14/02/2021,19:45,Cercle Brugge,Anderlecht,0,0,26,17,4,0,3.8,96.2,D,0,0,D,10,4,4,0,10,12,4,2,1,1,0,0,3.8,3.6,1.9,3.9,3.7,1.91,3.6,3.5,2,3.67,3.63,2.03,3.9,3.4,1.91,3.8,3.5,1.95,4,3.7,2.03,3.7,3.52,1.94
B1,15/02/2021,19:45,Gent,Mouscron,4,0,26,11,16,92.3,7.7,0,H,1,0,H,20,10,9,2,9,12,7,3,1,1,0,0,1.5,4.2,6.5,1.55,4.2,6,1.53,4.2,6,1.5,4.51,6.38,1.5,4.2,6,1.53,4.2,6,1.55,4.53,6.5,1.5,4.26,5.93
B1,17/02/2021,16:00,Waasland-Beveren,Eupen,1,0,26,18,15,15.4,26.9,57.7,H,1,0,H,11,9,5,4,18,18,4,5,3,2,0,0,4,3.8,1.83,3.7,3.9,1.91,3.6,3.8,1.9,3.77,3.96,1.91,3.75,3.7,1.88,3.9,3.7,1.87,4,3.97,1.95,3.67,3.77,1.89
B1,17/02/2021,18:00,Oostende,Genk,3,1,26,7,3,3.8,11.5,84.6,H,2,1,H,7,10,4,1,13,8,4,2,1,2,0,0,2.25,3.6,2.8,2.4,3.75,2.7,2.3,3.6,2.8,2.34,3.7,2.92,2.35,3.5,2.8,2.38,3.6,2.8,2.4,3.79,2.92,2.33,3.61,2.78
B1,19/02/2021,19:45,Mechelen,Gent,1,1,27,10,11,20.8,29.2,50,D,1,1,D,14,12,3,6,11,9,3,3,1,1,0,0,3.4,3.6,2.05,3.5,3.6,2.05,3.4,3.4,2.1,3.63,3.53,2.1,2.7,3.3,2.5,3.4,3.6,2.05,3.68,3.64,2.23,3.41,3.47,2.08
B1,20/02/2021,15:15,Eupen,Oostende,1,1,27,15,5,11.5,23.1,65.4,D,0,0,D,9,10,2,1,11,10,3,2,3,2,0,0,2.7,3.5,2.45,2.75,3.5,2.5,2.7,3.35,2.5,2.82,3.5,2.51,2.62,3.5,2.45,2.7,3.5,2.5,2.82,3.84,2.55,2.7,3.45,2.48
B1,20/02/2021,17:30,Mouscron,Cercle Brugge,1,2,27,16,18,61.5,26.9,11.5,A,0,1,A,9,15,3,8,12,12,7,5,4,2,0,0,2.37,3.5,2.8,2.5,3.3,2.85,2.45,3.35,2.75,2.53,3.54,2.78,2.45,3.3,2.75,2.5,3.4,2.75,2.57,3.54,2.85,2.47,3.38,2.75
B1,20/02/2021,19:45,Waasland-Beveren,Charleroi,1,1,27,17,6,7.7,3.8,88.5,D,0,0,D,12,8,3,2,12,10,7,3,2,0,0,0,3.6,3.5,1.9,3.25,4,2.05,3.35,3.75,2,3.51,3.95,1.99,3.2,3.7,2.05,3.4,3.75,2,3.6,4,2.1,3.36,3.76,2
B1,21/02/2021,12:30,Anderlecht,Kortrijk,0,2,27,4,14,92.6,7.4,0,A,0,1,A,10,13,0,8,13,15,6,6,0,3,0,0,1.6,4,5.25,1.6,4,5.75,1.63,3.85,5.5,1.63,3.92,5.67,1.57,3.9,5.5,1.62,3.9,5.5,1.66,4.23,5.75,1.61,3.91,5.37
B1,21/02/2021,15:00,Waregem,Standard,3,2,27,12,8,0,11.1,88.9,H,1,1,D,13,11,4,6,15,16,6,3,0,1,0,0,3.5,3.4,1.95,3.6,3.7,2,3.55,3.6,1.97,3.73,3.81,1.96,3.6,3.6,1.95,3.6,3.6,2,3.73,3.86,2.04,3.54,3.64,1.96
B1,21/02/2021,17:15,Genk,Beerschot VA,1,2,27,3,9,100,0,0,A,0,0,D,20,12,6,5,12,11,10,3,2,3,0,0,1.61,4.33,4.75,1.65,4.25,4.75,1.67,4,4.7,1.68,4.18,4.81,1.67,3.9,4.6,1.67,4,4.75,1.72,4.33,4.98,1.66,4.02,4.65
