Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,matchday,Home_pre_po,Away_pre_po,home_Public_per,draw_public_per,away_public_per,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
B1,02/09/2023,17:15,Mechelen,Eupen,1,0,6,9,5,41.7,22.2,36.1,H,0,0,D,22,9,6,1,10,13,6,4,0,1,0,0,1.8,3.8,4,1.77,3.9,4.1,1.8,3.85,3.9,1.78,4.13,4.21,,,,1.8,3.8,4.1,1.82,4.2,4.21,1.77,3.98,4.06
B1,02/09/2023,19:45,Standard,RWD Molenbeek,1,1,6,13,11,88.9,8.3,2.8,D,1,1,D,11,8,4,3,9,22,5,0,1,3,0,0,1.95,3.6,3.6,2,3.7,3.5,2,3.65,3.45,2.07,3.56,3.7,,,,1.95,3.6,3.5,2.07,3.76,3.75,2.01,3.63,3.51
B1,03/09/2023,12:30,Gent,Club Brugge,2,1,6,4,3,22.2,38.9,39.9,H,1,1,D,14,14,4,7,14,12,5,6,2,0,1,0,2.4,3.5,2.75,2.4,3.7,2.7,2.45,3.55,2.75,2.41,3.77,2.79,,,,2.4,3.5,2.75,2.48,3.77,2.81,2.39,3.62,2.73
B1,03/09/2023,15:00,St. Gilloise,Antwerp,2,2,6,1,7,58.3,19.4,22.2,D,1,2,A,24,8,7,5,9,12,8,4,1,2,0,0,2.3,3.4,3,2.35,3.4,3,2.3,3.3,3,2.34,3.22,3.27,,,,2.3,3.3,3,2.38,3.43,3.29,2.32,3.3,3.08
B1,03/09/2023,17:30,Genk,Anderlecht,1,1,6,8,2,33.3,25,41.7,D,0,0,D,12,8,4,4,6,15,7,7,5,6,1,0,1.91,3.6,3.8,1.9,3.8,3.6,1.95,3.7,3.6,1.97,3.56,3.87,,,,1.91,3.7,3.6,1.99,3.89,3.91,1.93,3.68,3.69
B1,03/09/2023,18:15,Charleroi,St Truiden,1,1,6,12,10,52.8,38.9,8.3,D,0,0,D,18,8,5,5,12,6,3,5,2,0,0,1,2.25,3.3,3.2,2.25,3.4,3.1,2.3,3.3,3.05,2.23,3.43,3.28,,,,2.25,3.3,3.1,2.33,3.5,3.28,2.24,3.38,3.14
B1,15/09/2023,19:45,Westerlo,Antwerp,0,3,7,15,8,2.9,0,97.1,A,0,1,A,9,15,2,4,13,9,4,5,3,0,0,0,5.5,4,1.57,5.25,4.4,1.57,5.5,4.2,1.57,5.39,4.45,1.6,,,,5.75,4,1.55,5.75,4.5,1.61,5.28,4.28,1.57
B1,16/09/2023,15:00,RWD Molenbeek,Cercle Brugge,2,1,7,11,4,0,10.8,89.2,H,1,1,D,10,15,5,4,18,12,5,4,3,3,0,0,4.2,3.75,1.8,4,3.9,1.8,3.9,3.8,1.85,4.18,4.22,1.79,,,,4.1,3.75,1.8,4.2,4.22,1.84,4.05,3.93,1.79
B1,16/09/2023,17:15,St. Gilloise,Genk,0,2,7,2,9,73.7,13.2,13.2,A,0,1,A,25,7,4,2,15,15,7,3,1,6,0,0,1.91,3.6,3.75,1.98,3.7,3.5,1.97,3.6,3.5,2,3.85,3.63,,,,1.95,3.5,3.7,2.01,3.87,3.75,1.97,3.7,3.56
B1,16/09/2023,19:45,Club Brugge,Charleroi,4,2,7,5,13,97.4,0,2.6,H,2,2,D,25,14,10,8,8,6,5,5,2,3,0,0,1.4,4.75,6.5,1.43,5,6.5,1.43,4.9,6.5,1.41,5.26,7.15,,,,1.4,4.75,7,1.44,5.4,7.15,1.4,4.96,6.78
B1,17/09/2023,12:30,Eupen,Standard,1,3,7,7,14,33.3,35.9,30.8,A,0,2,A,13,16,3,6,5,12,6,6,1,4,0,1,3,3.4,2.3,2.9,3.5,2.35,2.9,3.45,2.35,3.08,3.37,2.36,,,,2.9,3.4,2.3,3.1,3.61,2.38,2.95,3.42,2.32
B1,17/09/2023,15:00,Kortrijk,Anderlecht,2,2,7,16,3,0,0,100,D,1,1,D,9,18,4,6,13,6,3,11,5,1,1,1,4.5,4,1.7,4.5,4.1,1.7,4.3,4,1.7,4.66,4.22,1.68,,,,4.75,3.9,1.67,4.75,4.4,1.73,4.52,4.09,1.68
B1,17/09/2023,17:30,Oud-Heverlee Leuven,Gent,1,1,7,12,1,0,2.5,97.5,D,1,1,D,9,22,2,4,7,11,3,16,4,3,0,0,4.33,3.75,1.75,4.2,3.9,1.77,4.1,3.85,1.8,4.4,4.13,1.73,,,,4.2,3.9,1.73,4.5,4.2,1.81,4.22,3.98,1.75
B1,17/09/2023,18:15,St Truiden,Mechelen,2,0,7,10,6,35,40,25,H,1,0,H,16,13,4,7,8,12,1,7,1,2,0,0,2.4,3.4,2.88,2.37,3.4,2.9,2.35,3.35,2.9,2.45,3.44,2.9,,,,2.38,3.3,2.9,2.45,3.56,3,2.38,3.41,2.87
B1,22/09/2023,19:45,Standard,Westerlo,0,0,8,12,16,90.6,6.3,3.1,D,0,0,D,14,3,5,2,6,23,5,2,0,3,0,0,1.8,4,3.8,1.85,3.9,3.75,1.9,3.85,3.6,1.83,4.25,3.92,,,,1.83,3.8,3.9,1.92,4.25,3.92,1.84,3.99,3.78
B1,23/09/2023,15:00,Charleroi,Kortrijk,1,0,8,14,15,62.1,20,17.1,H,1,0,H,14,13,5,3,16,13,8,7,2,1,0,0,1.62,4.33,4.75,1.68,4.1,4.6,1.65,4.1,4.7,1.65,4.34,5.05,,,,1.62,4,5,1.7,4.34,5.1,1.64,4.16,4.77
B1,23/09/2023,17:15,Mechelen,Oud-Heverlee Leuven,1,2,8,9,13,71.4,17.1,11.4,A,0,2,A,16,15,4,8,12,7,6,6,5,3,0,0,1.91,3.75,3.6,1.93,3.9,3.5,1.9,3.85,3.55,1.93,3.81,3.9,,,,1.9,3.6,3.75,1.95,4,3.9,1.91,3.84,3.67
B1,23/09/2023,19:45,Antwerp,RWD Molenbeek,0,0,8,6,11,94.3,5.7,0,D,0,0,D,14,5,3,1,4,14,9,1,0,1,0,0,1.3,5,9,1.34,5.25,8.5,1.33,5.25,8.25,1.33,5.63,8.62,,,,1.33,5,9,1.35,5.8,10.5,1.32,5.33,8.56
B1,24/09/2023,12:30,Genk,St Truiden,3,3,8,7,8,86.1,8.3,5.6,D,0,3,A,20,16,7,6,17,11,5,1,2,4,0,0,1.55,4.33,5.25,1.61,4.2,5.25,1.57,4.2,5.25,1.58,4.34,5.35,,,,1.55,4,5.75,1.61,4.4,5.6,1.57,4.23,5.33
B1,24/09/2023,15:00,Cercle Brugge,St. Gilloise,0,2,8,5,4,30.6,38.9,30.6,A,0,1,A,6,15,1,7,8,17,3,2,3,3,1,0,2.63,3.6,2.45,2.7,3.5,2.5,2.7,3.45,2.45,2.88,3.53,2.42,,,,2.8,3.4,2.4,2.92,3.6,2.6,2.76,3.49,2.44
B1,24/09/2023,17:30,Anderlecht,Club Brugge,1,1,8,3,2,21.7,27,51.4,D,1,0,H,8,9,1,3,12,11,3,3,1,1,0,0,3.1,3.6,2.15,3,3.7,2.2,3,3.55,2.2,2.91,3.74,2.31,,,,3,3.4,2.25,3.12,3.8,2.33,2.96,3.65,2.23
B1,24/09/2023,18:15,Gent,Eupen,2,1,8,1,10,91.9,5.4,2.7,H,0,1,A,13,14,6,3,9,16,3,7,1,4,1,0,1.29,5.5,11,1.29,6,9.5,1.3,6,9.5,1.28,5.94,9.23,,,,1.25,5.75,10.5,1.31,6.2,11,1.28,5.73,9.63
B1,27/09/2023,19:45,Antwerp,Gent,0,0,5,5,2,55.3,28.9,15.8,D,0,0,D,14,6,4,2,10,4,6,0,3,1,0,0,2.1,3.6,3.2,2.1,3.7,3.2,2.15,3.55,3.1,2.12,3.7,3.42,,,,2.15,3.3,3.2,2.16,3.75,3.42,2.12,3.61,3.21
B1,28/09/2023,17:30,RWD Molenbeek,St. Gilloise,2,3,5,10,3,2.6,0,97.4,A,2,2,D,10,16,7,8,8,14,3,8,2,3,0,0,4.75,3.8,1.7,4.5,4.1,1.7,4.5,3.9,1.7,4.79,4.22,1.66,,,,4.6,4,1.67,4.9,4.3,1.71,4.64,4.06,1.68
B1,28/09/2023,19:45,Club Brugge,Genk,1,1,5,1,6,81.6,13.2,5.3,D,0,1,A,18,15,3,5,16,7,10,3,4,1,0,0,1.85,3.6,4.2,1.82,3.9,4,1.85,3.75,3.85,1.79,4.03,4.16,,,,1.8,3.9,3.9,1.85,4.1,4.3,1.79,3.92,4.03
B1,29/09/2023,19:45,Kortrijk,Cercle Brugge,2,1,9,16,7,0,6.1,93.9,H,0,0,D,10,10,4,2,13,19,3,7,3,1,0,0,5,4,1.62,4.75,4.2,1.63,4.7,4.1,1.63,4.68,4.39,1.68,,,,4.8,4.2,1.6,5,4.5,1.68,4.68,4.25,1.63
B1,30/09/2023,15:00,Eupen,Anderlecht,1,3,9,11,4,3.1,3.1,93.8,A,1,1,D,9,20,3,6,11,15,2,4,1,0,0,0,4.2,4,1.73,4.2,3.9,1.77,4,3.9,1.8,4.48,3.99,1.78,,,,4.4,3.75,1.73,4.52,4.06,1.79,4.3,3.92,1.75
B1,30/09/2023,17:15,Oud-Heverlee Leuven,Standard,1,2,9,12,13,21.2,27.3,51.5,A,0,1,A,11,14,5,3,10,11,6,3,2,1,0,0,2.3,3.6,2.88,2.25,3.7,2.87,2.3,3.6,2.85,2.38,3.69,2.92,,,,2.3,3.5,2.88,2.38,3.84,2.93,2.29,3.65,2.85
B1,30/09/2023,19:45,Mechelen,Antwerp,0,0,9,10,5,6.1,15.2,78.8,D,0,0,D,14,22,3,4,3,5,5,13,0,1,0,0,3.6,4,1.85,3.7,3.8,1.9,3.65,3.85,1.9,3.93,3.8,1.93,,,,3.75,3.6,1.9,3.93,4,1.94,3.77,3.77,1.89
B1,01/10/2023,12:30,St. Gilloise,Charleroi,3,1,9,2,14,97,3,0,H,3,1,H,17,4,7,3,13,13,8,7,1,2,0,0,1.55,4.2,5.5,1.62,4.2,5,1.6,4.3,5,1.57,4.43,5.34,,,,1.57,4,5.5,1.63,4.6,5.5,1.58,4.31,5.12
B1,01/10/2023,15:00,Genk,Westerlo,3,3,9,6,15,97,0,3,D,2,1,H,18,10,6,7,7,12,4,7,2,2,1,0,1.44,4.5,7,1.47,4.6,6.25,1.45,4.7,6.25,1.45,4.87,6.35,,,,1.44,4.5,6.5,1.48,5,7,1.45,4.7,6.32
B1,01/10/2023,17:30,Club Brugge,St Truiden,1,1,9,3,8,100,0,0,D,0,0,D,20,12,7,3,12,8,11,4,3,1,0,0,1.36,4.75,8.5,1.41,4.8,7,1.4,4.8,7.25,1.38,5.12,7.61,,,,1.36,4.8,8,1.42,5.3,8.5,1.39,4.91,7.36
B1,01/10/2023,18:15,RWD Molenbeek,Gent,1,1,9,9,1,0,6.1,93.9,D,1,1,D,9,19,3,9,9,10,4,4,3,1,0,0,4.5,4,1.7,4.75,4.1,1.66,4.5,4,1.7,4.5,4.23,1.69,,,,4.75,3.9,1.65,4.9,4.33,1.71,4.57,4.11,1.67
B1,06/10/2023,19:45,Charleroi,RWD Molenbeek,2,1,10,14,9,38.7,54.8,6.5,H,0,0,D,22,6,7,3,9,7,14,2,1,3,0,1,1.91,3.75,3.75,1.93,3.75,3.7,1.95,3.7,3.55,1.91,3.88,3.95,1.85,3.7,3.8,1.87,3.7,3.75,1.95,3.88,4.02,1.89,3.76,3.75
B1,07/10/2023,15:00,Cercle Brugge,Oud-Heverlee Leuven,3,2,10,8,13,90.3,9.7,0,H,2,2,D,18,13,7,5,9,9,6,6,2,3,0,0,1.57,4.33,5,1.58,4.5,5,1.6,4.4,4.8,1.62,4.4,5.2,1.53,4.4,5.5,1.57,4.2,5,1.63,4.51,5.3,1.58,4.36,5.01
B1,07/10/2023,17:15,Westerlo,Kortrijk,1,0,10,16,15,41.9,48.4,9.7,H,1,0,H,13,13,4,3,15,10,1,10,2,4,0,0,1.8,4,3.8,1.83,4.1,3.7,1.9,3.95,3.6,1.85,4.29,3.79,1.8,4,3.75,1.85,3.75,3.75,1.86,4.33,3.95,1.83,4.08,3.73
B1,07/10/2023,19:45,Anderlecht,Mechelen,3,1,10,3,10,93.5,3.2,3.2,H,1,0,H,19,13,9,3,14,10,8,1,2,3,0,0,1.73,4,4.2,1.72,4.1,4.33,1.73,3.9,4.3,1.75,4.05,4.58,1.7,4,4.33,1.73,3.75,4.4,1.76,4.1,4.6,1.73,3.96,4.33
B1,08/10/2023,12:30,Standard,Club Brugge,2,1,10,12,4,0,6.5,93.5,H,1,0,H,7,16,5,7,13,14,1,6,4,1,0,0,4.75,4,1.65,4.6,4.1,1.68,4.6,4,1.67,4.92,4.2,1.66,4.33,4,1.7,4.6,4,1.67,5,4.21,1.71,4.62,4.07,1.67
B1,08/10/2023,15:00,Antwerp,Eupen,4,1,10,5,11,93.5,3.2,3.2,H,2,1,H,27,5,12,2,8,10,8,2,0,2,0,0,1.25,6.5,9.5,1.24,6.25,11.5,1.25,6.25,10,1.23,6.64,10.66,1.2,6.5,13,1.22,6,11.5,1.26,7,12,1.23,6.33,10.72
B1,08/10/2023,17:30,Gent,Genk,1,1,10,2,6,71,16.1,12.9,D,0,0,D,18,20,9,6,9,14,4,9,1,3,0,0,1.95,3.75,3.5,1.98,3.9,3.4,2.05,3.7,3.3,2.05,3.76,3.42,1.95,3.8,3.4,2,3.6,3.4,2.06,4,3.54,2,3.75,3.39
B1,08/10/2023,18:15,St Truiden,St. Gilloise,0,4,10,7,1,3.1,21.9,75,A,0,2,A,9,12,1,7,3,15,3,5,1,4,0,0,4,3.75,1.83,4,3.75,1.85,3.9,3.7,1.9,4.22,3.82,1.82,3.9,3.75,1.83,4.1,3.6,1.83,4.3,3.9,1.87,4.05,3.74,1.82
B1,20/10/2023,19:45,St. Gilloise,Eupen,4,1,11,1,12,100,0,0,H,2,0,H,21,6,11,1,14,14,3,1,0,3,0,1,1.18,6.5,13,1.21,7,13,1.22,6.5,12,1.2,7.49,13.66,1.25,5.8,10,1.18,6.5,15,1.22,7.6,15,1.19,6.95,13.28
B1,21/10/2023,15:00,Kortrijk,Club Brugge,1,0,11,16,5,3.2,0,96.8,H,1,0,H,6,18,2,4,14,9,1,9,4,2,0,0,7,5,1.4,6.5,4.8,1.44,6.75,5,1.4,7.22,5.36,1.4,7,4.8,1.4,7.5,5,1.36,7.5,5.4,1.44,6.96,5.05,1.39
B1,21/10/2023,17:15,RWD Molenbeek,Westerlo,1,1,11,10,15,58.1,25.8,16.1,D,0,0,D,12,9,6,5,10,8,7,4,2,2,0,0,2.25,3.5,2.9,2.25,3.7,2.95,2.3,3.55,2.9,2.39,3.67,2.92,2.25,3.6,2.9,2.3,3.5,2.88,2.39,3.73,3,2.29,3.6,2.89
B1,21/10/2023,19:45,Charleroi,Antwerp,3,2,11,13,4,6.3,15.6,78.1,H,0,0,D,10,11,5,5,6,12,5,2,2,2,0,0,3.2,3.4,2.15,3.25,3.5,2.15,3.15,3.4,2.15,3.43,3.57,2.16,3.25,3.5,2.1,3.2,3.4,2.15,3.45,3.6,2.18,3.28,3.49,2.13
B1,22/10/2023,12:30,Genk,Mechelen,4,0,11,7,11,90.6,6.3,3.1,H,2,0,H,19,10,9,3,6,10,4,3,1,2,0,0,1.53,4.2,5.75,1.55,4.4,5.5,1.53,4.3,5.5,1.54,4.67,5.72,1.5,4.33,5.8,1.53,4.2,5.75,1.57,4.7,6,1.53,4.42,5.53
B1,22/10/2023,15:00,Cercle Brugge,Gent,2,0,11,6,3,6.3,18.8,75,H,0,0,D,16,10,5,4,17,15,6,7,3,2,0,1,2.6,3.5,2.5,2.65,3.6,2.45,2.6,3.5,2.5,2.65,3.71,2.52,2.7,3.6,2.38,2.63,3.4,2.5,2.76,3.75,2.55,2.64,3.56,2.48
B1,22/10/2023,17:30,Standard,Anderlecht,3,2,11,8,2,12.5,18.6,68.8,H,0,2,A,15,13,8,7,12,14,3,8,2,3,0,0,3,3.4,2.25,3,3.5,2.25,3,3.4,2.3,3.14,3.47,2.29,3,3.4,2.25,3,3.3,2.3,3.15,3.65,2.31,3.01,3.47,2.26
B1,22/10/2023,18:15,Oud-Heverlee Leuven,St Truiden,4,0,11,14,9,25,31.3,43.8,H,2,0,H,11,18,4,3,9,12,3,7,1,3,0,0,2.3,3.5,2.88,2.3,3.6,2.9,2.3,3.5,2.9,2.24,3.58,3.13,2.3,3.5,2.9,2.25,3.3,3.1,2.33,3.65,3.19,2.26,3.51,3
B1,27/10/2023,19:45,St Truiden,RWD Molenbeek,2,1,12,10,11,63.3,36.7,0,H,0,0,D,9,10,5,3,9,7,4,0,0,0,0,0,1.85,3.6,4,1.83,3.75,4.1,1.9,3.65,3.85,1.87,3.78,4.25,,,,1.83,3.6,4.1,1.91,3.87,4.3,1.86,3.7,3.99
B1,28/10/2023,15:00,Mechelen,Cercle Brugge,0,2,12,13,4,23.3,33.3,43.3,A,0,0,D,11,22,7,4,13,15,8,3,1,3,0,0,3.3,3.6,2.1,3,3.7,2.2,3.05,3.55,2.15,3.25,3.91,2.13,,,,3.2,3.5,2.1,3.3,3.91,2.2,3.14,3.7,2.13
B1,28/10/2023,17:15,Eupen,Charleroi,2,0,12,14,9,19.4,35.5,45.2,H,1,0,H,8,17,5,5,11,13,4,8,3,2,0,0,3.3,3.75,2,3.25,3.8,2.05,3.2,3.65,2.05,3.54,3.77,2.06,,,,3.5,3.5,2,3.55,3.84,2.07,3.37,3.71,2.03
B1,28/10/2023,19:45,Anderlecht,Oud-Heverlee Leuven,5,1,12,2,12,100,0,0,H,2,1,H,18,13,9,7,13,13,5,1,1,1,0,0,1.53,4.33,5.5,1.53,4.5,5.5,1.5,4.5,5.75,1.51,4.63,6.35,,,,1.5,4.33,5.75,1.55,4.7,6.35,1.5,4.47,5.89
B1,29/10/2023,12:30,Club Brugge,Antwerp,2,1,12,7,6,68.8,28.1,3.1,H,1,0,H,11,8,5,2,11,9,3,3,4,1,0,0,1.91,3.6,3.8,1.98,3.7,3.5,2,3.6,3.5,1.98,3.77,3.63,,,,1.95,3.5,3.7,2.04,3.81,3.8,1.97,3.68,3.57
B1,29/10/2023,15:00,Westerlo,St. Gilloise,1,3,12,16,1,6.3,0,93.8,A,1,1,D,12,22,4,7,11,10,5,8,1,1,0,0,5,4,1.62,4.6,4.2,1.66,4.9,4.1,1.63,4.9,4.29,1.63,,,,4.8,4,1.65,5,4.4,1.67,4.73,4.15,1.64
B1,29/10/2023,17:30,Gent,Standard,3,1,12,3,8,81.3,9.4,9.4,H,3,0,H,18,12,9,7,16,15,4,4,2,2,0,0,1.62,4.33,4.5,1.61,4.33,5,1.63,4.3,4.8,1.64,4.24,4.94,,,,1.62,4,5,1.65,4.4,5.1,1.62,4.27,4.8
B1,29/10/2023,18:15,Kortrijk,Genk,0,3,12,15,5,6.3,3.1,90.6,A,0,0,D,12,15,3,9,10,16,8,5,3,2,0,0,6,4.33,1.5,5.25,4.6,1.53,5.75,4.6,1.5,5.98,4.69,1.49,,,,6,4.5,1.45,6.2,4.8,1.53,5.78,4.59,1.49
B1,03/11/2023,19:45,St Truiden,Eupen,1,1,13,9,10,63.3,18.5,18.5,D,1,0,H,16,5,4,1,10,13,5,1,1,1,0,0,1.62,4.2,5,1.66,4,4.8,1.67,3.95,4.6,1.65,4.2,5.18,1.6,3.9,4.6,1.62,4,5,1.67,4.2,5.3,1.64,4.06,4.87
B1,04/11/2023,15:00,RWD Molenbeek,Kortrijk,1,1,13,12,15,65.5,17.2,17.2,D,1,1,D,9,5,5,2,14,7,4,2,3,1,0,0,1.91,3.8,3.6,1.93,3.8,3.6,1.95,3.75,3.5,1.93,3.86,3.77,1.85,3.7,3.5,1.9,3.6,3.75,1.95,3.95,3.82,1.91,3.8,3.65
B1,04/11/2023,17:15,Oud-Heverlee Leuven,Westerlo,0,2,13,13,16,65.5,13.8,20.7,A,0,0,D,10,10,2,6,11,13,7,7,3,7,0,0,2.1,3.6,3.25,2.05,3.9,3.2,2.1,3.7,3.1,2.1,3.81,3.3,2,3.8,3,2.1,3.6,3.2,2.13,3.9,3.3,2.08,3.77,3.18
B1,04/11/2023,19:45,Antwerp,Genk,3,2,13,7,5,27.6,41.4,31,H,3,1,H,14,17,5,8,13,12,5,5,3,4,0,0,2.15,3.5,3.2,2.15,3.7,3,2.2,3.65,3,2.19,3.77,3.2,2.1,3.6,2.9,2.15,3.5,3.1,2.23,3.78,3.25,2.16,3.68,3.07
B1,05/11/2023,12:30,Cercle Brugge,Anderlecht,0,3,13,4,2,16.7,13.3,70,A,0,2,A,16,7,2,5,14,13,7,1,2,3,0,0,2.4,3.5,2.75,2.4,3.6,2.7,2.4,3.5,2.75,2.52,3.63,2.77,2.25,3.6,2.7,2.45,3.3,2.8,2.52,3.65,2.88,2.39,3.55,2.76
B1,05/11/2023,15:00,Standard,Mechelen,1,1,13,8,14,86.7,3.3,10,D,1,0,H,10,11,4,4,10,19,10,1,1,4,0,0,1.7,3.8,4.5,1.73,4,4.33,1.73,3.95,4.3,1.69,4.08,4.71,1.73,3.75,4,1.7,3.8,4.5,1.77,4.2,4.75,1.71,4,4.46
B1,05/11/2023,17:30,St. Gilloise,Club Brugge,2,1,13,1,6,70,16.7,13.3,H,1,0,H,19,5,6,2,11,6,9,4,3,4,0,0,2.25,3.6,3,2.3,3.7,2.87,2.2,3.55,3,2.31,3.7,2.93,2.15,3.6,2.88,2.3,3.5,2.9,2.34,3.75,3.15,2.26,3.62,2.92
B1,05/11/2023,18:15,Charleroi,Gent,1,3,13,11,3,6.7,3.3,90,A,0,1,A,11,17,3,9,5,4,0,6,3,0,0,0,3.4,3.5,2.05,3.1,3.8,2.1,3.2,3.65,2.1,3.39,3.68,2.09,3.2,3.7,1.95,3.3,3.5,2.1,3.5,3.8,2.11,3.28,3.68,2.07
B1,10/11/2023,19:45,Westerlo,St Truiden,3,3,14,15,9,14.8,22.2,63,D,2,1,H,17,10,4,7,11,13,9,3,3,2,0,0,2.6,3.4,2.6,2.55,3.5,2.6,2.55,3.4,2.55,2.65,3.52,2.69,2.6,3.5,2.4,2.6,3.4,2.55,2.7,3.62,2.69,2.59,3.47,2.57
B1,11/11/2023,15:00,Antwerp,Standard,6,0,14,6,8,82.1,10.7,7.1,H,4,0,H,15,2,9,0,13,10,6,2,2,2,0,0,1.6,4,5,1.65,4.1,4.8,1.63,4,5,1.63,4.28,5.29,1.57,4,4.8,1.62,3.9,5.25,1.66,4.3,5.3,1.63,4.06,4.99
B1,11/11/2023,17:15,Eupen,RWD Molenbeek,1,3,14,10,11,60.7,25,14.3,A,1,1,D,11,20,4,10,12,14,8,5,1,4,0,0,2.63,3.4,2.55,2.5,3.5,2.65,2.6,3.45,2.55,2.6,3.62,2.68,2.5,3.5,2.45,2.6,3.4,2.55,2.7,3.65,2.68,2.58,3.5,2.59
B1,11/11/2023,19:45,Mechelen,Charleroi,1,0,14,14,12,50,21.4,28.6,H,0,0,D,19,6,7,3,11,10,8,2,2,1,0,1,2.63,3.4,2.6,2.6,3.5,2.55,2.6,3.4,2.6,2.71,3.65,2.56,2.45,3.5,2.5,2.6,3.4,2.55,2.71,3.65,2.6,2.61,3.5,2.56
B1,12/11/2023,12:30,Club Brugge,Cercle Brugge,0,0,14,7,4,89.3,7.1,3.6,D,0,0,D,14,20,7,3,11,12,10,3,2,5,0,0,1.73,4,4.33,1.75,4,4.2,1.73,3.95,4.2,1.72,4.09,4.47,1.65,4,4.2,1.73,3.8,4.4,1.76,4.2,4.6,1.72,3.98,4.35
B1,12/11/2023,15:00,Genk,Oud-Heverlee Leuven,3,1,14,5,13,96.4,3.6,0,H,1,0,H,18,6,6,3,14,19,3,2,2,4,0,0,1.4,4.75,7,1.41,5.25,6.5,1.4,5.25,6.5,1.39,5.53,6.66,1.33,5,6.5,1.36,5,7,1.42,5.7,7,1.39,5.25,6.52
B1,12/11/2023,17:30,Gent,Anderlecht,1,1,14,3,2,25,35.7,39.3,D,1,1,D,10,7,5,2,12,10,8,3,1,2,0,0,2.15,3.6,3.2,2.15,3.6,3.1,2.15,3.55,3.15,2.19,3.63,3.2,2.05,3.6,3,2.2,3.4,3.13,2.21,3.81,3.25,2.15,3.6,3.14
B1,12/11/2023,18:15,St. Gilloise,Kortrijk,3,0,14,1,16,96.4,0,3.6,H,2,0,H,18,11,8,1,10,9,6,6,2,1,0,0,1.2,7,11,1.22,6.75,12.5,1.2,7,12,1.2,7.29,12.28,1.17,6.5,12,1.18,6.5,15,1.22,7.7,15,1.2,6.84,12.42
B1,24/11/2023,19:45,St Truiden,Antwerp,1,1,15,8,5,7.7,26.9,65.4,D,1,0,H,11,12,5,1,8,11,4,7,2,2,0,0,4,3.5,1.85,4,3.5,1.9,3.85,3.5,1.95,4.1,3.67,1.93,3.5,3.6,1.91,4,3.5,1.87,4.1,3.8,1.94,3.95,3.55,1.9
B1,25/11/2023,15:00,Cercle Brugge,Eupen,2,0,15,6,12,82.1,7.1,10.7,H,0,0,D,30,6,10,4,12,13,5,3,4,3,0,0,1.36,5,7,1.41,5,7,1.4,5,7,1.38,5.15,7.14,1.35,4.75,7,1.36,4.8,8,1.41,5.3,8,1.38,5.02,7.3
B1,25/11/2023,17:15,Charleroi,Westerlo,3,2,15,13,15,64.3,25,10.7,H,0,1,A,14,11,4,4,15,11,5,4,3,2,0,0,1.8,3.75,4,1.83,3.8,4,1.9,3.75,3.85,1.85,3.79,4.12,1.8,3.6,3.9,1.85,3.6,4,1.9,3.93,4.26,1.84,3.75,3.99
B1,25/11/2023,19:45,Standard,Genk,1,0,15,9,4,14.3,10.7,75,H,0,0,D,13,11,4,2,20,12,5,5,2,2,0,0,3.6,3.75,1.91,3.4,3.75,1.98,3.45,3.7,1.97,3.7,3.89,1.93,3.3,3.6,1.95,3.7,3.6,1.91,3.78,3.97,2,3.58,3.78,1.93
B1,26/11/2023,12:30,Gent,St. Gilloise,1,1,15,3,1,33.3,29.6,37,D,1,0,H,11,12,3,4,8,14,5,8,2,3,0,0,2.55,3.4,2.63,2.5,3.6,2.6,2.5,3.5,2.6,2.59,3.6,2.55,2.38,3.6,2.5,2.55,3.4,2.6,2.61,3.7,2.65,2.54,3.53,2.59
B1,26/11/2023,15:00,Oud-Heverlee Leuven,Club Brugge,0,1,15,14,7,3.7,7.4,88.9,A,0,1,A,10,14,3,6,19,13,7,6,4,2,0,0,4.5,4,1.67,4.33,4.1,1.71,4.4,4.1,1.7,4.37,4.2,1.68,4.8,4.2,1.53,4.5,4,1.67,4.66,4.33,1.78,4.4,4.14,1.68
B1,26/11/2023,17:30,Anderlecht,RWD Molenbeek,2,1,15,2,10,100,0,0,H,0,1,A,25,7,8,2,6,12,10,1,1,4,0,1,1.4,5,7,1.39,5,7.5,1.4,4.9,7,1.39,4.87,7.22,1.4,4.5,6.5,1.36,4.75,8,1.42,5.2,8,1.38,4.89,7.37
B1,26/11/2023,18:15,Kortrijk,Mechelen,0,3,15,16,11,29.6,22.2,48.1,A,0,2,A,15,10,3,5,12,12,4,3,2,2,0,0,2.9,3.5,2.3,2.8,3.6,2.37,2.85,3.45,2.35,3.01,3.4,2.34,2.7,3.5,2.3,2.9,3.3,2.38,3.17,3.6,2.43,2.92,3.41,2.34
B1,01/12/2023,19:45,Westerlo,Anderlecht,1,3,16,15,2,4.2,0,95.8,A,0,1,A,23,26,7,10,3,11,7,2,0,0,0,0,4.75,4,1.7,4.6,3.9,1.71,4.6,3.9,1.7,5.13,3.88,1.71,4.2,4,1.67,4.75,3.9,1.67,5.13,4.1,1.74,4.69,3.9,1.7
