Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,Result,Season
B1,2023-03-04,Standard,Westerlo,2,0,H,23.0,7.0,5.0,0.0,12.0,11.0,7.0,1.0,0.0,2.0,1.0,0.0,2.55,3.3,2.7,2.4,3.6,2.75,2.45,3.4,2.6,2.6,3.67,2.66,,,,2.55,3.4,2.6,2.64,3.7,2.75,2.52,3.52,2.64,19,1,2023,3,4,18,21,7,Home Win,2022-2023
B1,2023-03-05,St Truiden,Genk,2,2,D,10.0,9.0,4.0,5.0,17.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,3.4,1.91,4.0,3.6,1.9,3.65,3.45,1.9,4.06,3.63,1.95,,,,,,,4.1,3.63,1.97,3.91,3.52,1.92,12,0,2023,3,5,16,7,1,Draw,2022-2023
B1,2023-03-05,Antwerp,Mechelen,5,0,H,16.0,11.0,10.0,5.0,9.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,1.53,4.2,5.75,1.53,4.4,5.75,1.53,4.3,5.5,1.53,4.32,6.12,,,,1.53,4.0,6.0,1.55,4.5,6.2,1.53,4.29,5.78,15,1,2023,3,5,1,10,1,Home Win,2022-2023
B1,2023-03-05,Gent,Anderlecht,1,0,H,14.0,10.0,5.0,3.0,8.0,9.0,4.0,2.0,1.0,4.0,0.0,1.0,2.05,3.4,3.5,2.1,3.5,3.4,2.05,3.4,3.3,2.1,3.64,3.4,,,,2.1,3.3,3.4,2.12,3.73,3.5,2.08,3.52,3.38,17,1,2023,3,5,8,0,1,Home Win,2022-2023
B1,2023-03-05,St. Gilloise,Eupen,2,1,H,12.0,8.0,6.0,3.0,11.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,1.25,5.5,12.0,1.28,5.75,10.5,1.27,5.75,10.0,1.23,6.29,11.47,,,,1.25,5.5,11.5,1.29,6.8,13.0,1.25,5.99,10.89,18,1,2023,3,5,17,6,1,Home Win,2022-2023
B1,2023-03-10,Charleroi,Oud-Heverlee Leuven,0,1,A,25.0,9.0,5.0,2.0,8.0,11.0,7.0,4.0,1.0,4.0,0.0,0.0,1.85,3.6,3.6,1.95,3.7,3.8,1.95,3.55,3.5,1.94,3.72,3.96,,,,1.9,3.5,3.9,1.98,3.76,4.0,1.92,3.6,3.77,19,2,2023,3,10,4,13,6,Away Win,2022-2023
B1,2023-03-11,Mechelen,St Truiden,1,0,H,8.0,7.0,4.0,1.0,10.0,16.0,8.0,4.0,1.0,2.0,0.0,0.0,2.15,3.25,3.1,2.25,3.3,3.2,2.25,3.25,3.05,2.28,3.37,3.35,,,,,,,2.3,3.4,3.35,2.24,3.28,3.16,15,1,2023,3,11,10,16,7,Home Win,2022-2023
B1,2023-03-11,Eupen,Oostende,4,4,D,29.0,14.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,3.0,0.0,1.0,2.5,3.4,2.6,2.55,3.5,2.65,2.45,3.35,2.6,2.62,3.6,2.68,,,,2.55,3.3,2.7,2.62,3.65,2.7,2.53,3.46,2.63,17,0,2023,3,11,6,12,7,Draw,2022-2023
B1,2023-03-11,Westerlo,Kortrijk,3,1,H,9.0,19.0,7.0,6.0,9.0,10.0,7.0,7.0,3.0,2.0,0.0,0.0,1.67,4.0,4.33,1.65,4.0,5.0,1.67,3.95,4.6,1.69,4.25,4.57,,,,1.67,3.8,4.8,1.72,4.3,5.0,1.67,4.05,4.56,17,1,2023,3,11,21,9,7,Home Win,2022-2023
B1,2023-03-11,Seraing,Antwerp,0,2,A,8.0,18.0,1.0,5.0,15.0,12.0,4.0,5.0,3.0,1.0,1.0,0.0,7.5,4.33,1.4,7.25,4.5,1.44,7.25,4.4,1.43,8.31,4.63,1.42,,,,8.5,4.2,1.4,8.5,4.63,1.44,7.7,4.42,1.41,19,2,2023,3,11,15,1,7,Away Win,2022-2023
B1,2023-03-12,Club Brugge,Standard,2,0,H,13.0,17.0,4.0,4.0,11.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,1.7,3.8,4.33,1.68,4.0,4.75,1.73,3.85,4.1,1.71,4.09,4.53,,,,1.73,3.75,4.5,1.75,4.2,4.75,1.71,3.93,4.4,12,1,2023,3,12,5,18,1,Home Win,2022-2023
B1,2023-03-12,Waregem,Gent,2,6,A,11.0,12.0,4.0,8.0,14.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,3.2,3.6,1.95,3.5,3.6,1.98,3.25,3.55,2.05,3.53,3.54,2.09,,,,3.5,3.4,2.05,3.56,3.7,2.11,3.39,3.54,2.04,15,2,2023,3,12,20,8,1,Away Win,2022-2023
B1,2023-03-12,Genk,St. Gilloise,1,2,A,12.0,13.0,6.0,5.0,13.0,15.0,14.0,5.0,3.0,3.0,0.0,0.0,2.2,3.4,3.0,2.3,3.5,3.0,2.3,3.35,2.9,2.35,3.54,2.98,,,,2.3,3.3,3.0,2.4,3.6,3.1,2.29,3.45,2.95,17,2,2023,3,12,7,17,1,Away Win,2022-2023
B1,2023-03-12,Anderlecht,Cercle Brugge,2,0,H,18.0,7.0,9.0,2.0,8.0,17.0,5.0,4.0,0.0,2.0,0.0,1.0,2.05,3.5,3.3,2.05,3.5,3.4,2.1,3.45,3.25,2.07,3.59,3.52,,,,2.05,3.3,3.6,2.11,3.65,3.6,2.06,3.49,3.39,18,1,2023,3,12,0,3,1,Home Win,2022-2023
B1,2023-03-17,Cercle Brugge,Genk,1,1,D,18.0,10.0,4.0,2.0,5.0,9.0,6.0,9.0,2.0,1.0,0.0,0.0,2.7,3.4,2.38,2.7,3.5,2.45,2.65,3.45,2.4,2.76,3.7,2.5,,,,2.7,3.5,2.4,2.8,3.71,2.51,2.71,3.54,2.43,19,0,2023,3,17,3,7,6,Draw,2022-2023
B1,2023-03-18,Kortrijk,Club Brugge,1,0,H,10.0,13.0,6.0,3.0,11.0,11.0,1.0,6.0,2.0,2.0,0.0,0.0,4.2,3.8,1.65,4.33,4.0,1.75,3.95,4.0,1.73,4.41,4.5,1.7,,,,4.4,3.9,1.7,4.56,4.5,1.77,4.28,4.13,1.71,15,1,2023,3,18,9,5,7,Home Win,2022-2023
B1,2023-03-18,Oostende,Westerlo,1,2,A,22.0,7.0,12.0,2.0,9.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0,2.88,3.3,2.25,2.9,3.5,2.3,2.85,3.4,2.3,2.87,3.87,2.34,,,,2.9,3.4,2.3,3.0,3.89,2.34,2.86,3.62,2.29,17,2,2023,3,18,12,21,7,Away Win,2022-2023
B1,2023-03-18,St Truiden,Seraing,2,1,H,12.0,9.0,7.0,1.0,14.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,1.53,3.75,5.75,1.58,3.75,6.25,1.55,3.8,6.0,1.57,3.98,6.25,,,,,,,1.6,4.25,6.5,1.56,3.81,6.15,17,1,2023,3,18,16,15,7,Home Win,2022-2023
B1,2023-03-18,Standard,Waregem,2,2,D,21.0,9.0,8.0,5.0,14.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0,1.67,3.75,4.5,1.72,3.9,4.5,1.7,3.85,4.2,1.73,4.01,4.59,,,,1.7,3.8,4.6,1.77,4.14,4.7,1.71,3.93,4.45,19,0,2023,3,18,18,20,7,Draw,2022-2023
B1,2023-03-19,Antwerp,Charleroi,0,1,A,28.0,5.0,8.0,2.0,8.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0,1.67,3.75,4.5,1.7,3.8,4.8,1.7,3.85,4.3,1.71,4.0,4.77,,,,1.7,3.6,4.8,1.78,4.0,5.08,1.7,3.83,4.62,12,2,2023,3,19,1,4,1,Away Win,2022-2023
B1,2023-03-19,Oud-Heverlee Leuven,Anderlecht,0,2,A,9.0,12.0,5.0,5.0,11.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0,3.0,3.4,2.15,3.0,3.5,2.3,2.95,3.4,2.2,3.12,3.57,2.25,,,,3.1,3.3,2.25,3.15,3.63,2.3,3.04,3.47,2.22,15,2,2023,3,19,13,0,1,Away Win,2022-2023
B1,2023-03-19,St. Gilloise,Mechelen,2,1,H,15.0,5.0,6.0,1.0,11.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,1.36,4.75,7.0,1.4,5.0,7.5,1.4,4.8,7.0,1.4,5.02,7.41,,,,1.36,4.75,8.0,1.41,5.2,8.02,1.39,4.84,7.31,17,1,2023,3,19,17,10,1,Home Win,2022-2023
B1,2023-03-19,Gent,Eupen,3,0,H,25.0,11.0,5.0,3.0,6.0,9.0,16.0,5.0,2.0,0.0,0.0,0.0,1.36,4.75,8.0,1.36,5.0,8.5,1.35,5.0,8.0,1.34,5.15,9.02,,,,1.33,4.8,9.0,1.37,5.4,9.5,1.34,4.98,8.43,18,1,2023,3,19,8,6,1,Home Win,2022-2023
B1,2023-03-31,Waregem,Antwerp,0,2,A,7.0,13.0,3.0,5.0,11.0,15.0,6.0,5.0,4.0,1.0,0.0,0.0,4.2,4.0,1.65,4.5,3.8,1.73,3.85,3.9,1.77,4.68,4.18,1.71,3.7,3.5,1.95,4.6,3.9,1.67,4.7,4.18,1.77,4.42,3.95,1.71,19,2,2023,3,31,20,1,6,Away Win,2022-2023
B1,2023-04-01,Cercle Brugge,Kortrijk,2,0,H,19.0,6.0,6.0,4.0,17.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0,1.57,4.0,4.75,1.62,4.1,5.0,1.63,4.1,4.8,1.61,4.31,5.4,1.65,3.8,5.0,1.57,4.0,5.5,1.65,4.31,5.5,1.6,4.15,5.11,15,1,2023,4,1,3,9,7,Home Win,2022-2023
B1,2023-04-01,Seraing,Gent,0,5,A,6.0,18.0,0.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,0.0,0.0,8.0,4.33,1.33,8.25,4.8,1.38,8.0,4.7,1.37,8.99,4.73,1.4,6.5,3.9,1.52,8.5,4.6,1.36,8.99,4.9,1.41,8.31,4.67,1.37,17,2,2023,4,1,15,8,7,Away Win,2022-2023
B1,2023-04-01,Westerlo,Charleroi,2,3,A,17.0,12.0,7.0,5.0,5.0,16.0,7.0,4.0,2.0,5.0,0.0,0.0,2.1,3.5,3.1,2.1,3.6,3.25,2.1,3.45,3.1,2.19,3.67,3.29,2.1,3.4,3.3,2.15,3.4,3.2,2.19,3.71,3.3,2.13,3.54,3.19,17,2,2023,4,1,21,4,7,Away Win,2022-2023
B1,2023-04-01,Oostende,Standard,1,3,A,15.0,13.0,4.0,7.0,11.0,6.0,6.0,7.0,3.0,1.0,1.0,0.0,3.1,3.4,2.1,3.1,3.6,2.2,2.95,3.45,2.2,3.04,3.8,2.23,3.1,3.4,2.2,3.1,3.4,2.2,3.1,3.82,2.25,3.01,3.6,2.2,19,2,2023,4,1,12,18,7,Away Win,2022-2023
B1,2023-04-02,Genk,Oud-Heverlee Leuven,2,1,H,22.0,11.0,8.0,5.0,10.0,9.0,11.0,5.0,4.0,2.0,0.0,0.0,1.5,4.0,6.0,1.51,4.5,5.75,1.5,4.4,5.75,1.51,4.64,5.85,1.5,4.2,6.0,1.5,4.33,5.75,1.54,4.75,6.4,1.5,4.46,5.78,12,1,2023,4,2,7,13,1,Home Win,2022-2023
B1,2023-04-02,Eupen,Anderlecht,0,1,A,9.0,13.0,1.0,4.0,16.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,3.8,3.6,1.8,4.0,3.75,1.83,3.7,3.7,1.85,4.33,3.9,1.79,4.0,3.6,1.83,4.2,3.6,1.8,4.4,3.98,1.89,4.05,3.77,1.81,15,2,2023,4,2,6,0,1,Away Win,2022-2023
B1,2023-04-02,Mechelen,Club Brugge,0,3,A,4.0,18.0,1.0,5.0,9.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,3.5,3.5,1.91,3.5,3.7,1.98,3.35,3.65,1.97,3.72,3.8,1.94,3.7,3.5,1.95,3.75,3.5,1.91,3.8,4.0,2.0,3.59,3.71,1.93,17,2,2023,4,2,10,5,1,Away Win,2022-2023
B1,2023-04-02,St. Gilloise,St Truiden,2,1,H,11.0,6.0,7.0,1.0,14.0,8.0,13.0,1.0,2.0,3.0,0.0,1.0,1.44,4.5,6.5,1.47,4.4,6.75,1.47,4.2,6.25,1.45,4.27,7.87,1.47,4.0,7.0,,,,1.48,4.5,8.0,1.45,4.31,6.99,18,1,2023,4,2,17,16,1,Home Win,2022-2023
B1,2023-04-07,Club Brugge,Seraing,2,0,H,26.0,5.0,11.0,0.0,10.0,8.0,21.0,1.0,0.0,0.0,0.0,0.0,1.11,9.5,21.0,1.12,9.75,21.0,1.15,8.0,16.0,1.12,9.49,24.9,,,,1.09,9.0,23.0,1.15,10.0,26.0,1.11,9.05,21.38,19,1,2023,4,7,5,15,6,Home Win,2022-2023
B1,2023-04-08,Kortrijk,Eupen,0,0,D,14.0,13.0,1.0,3.0,17.0,9.0,7.0,6.0,3.0,2.0,0.0,0.0,2.0,3.5,3.6,2.05,3.7,3.4,2.0,3.55,3.3,2.04,3.79,3.47,,,,2.0,3.5,3.5,2.08,3.83,3.6,2.03,3.63,3.38,15,0,2023,4,8,9,6,7,Draw,2022-2023
B1,2023-04-08,Oud-Heverlee Leuven,Mechelen,4,1,H,17.0,16.0,11.0,6.0,8.0,13.0,2.0,8.0,1.0,3.0,0.0,0.0,2.1,3.5,3.3,2.15,3.7,3.1,2.15,3.55,2.95,2.19,3.82,3.18,,,,2.15,3.5,3.13,2.23,3.86,3.3,2.15,3.63,3.11,15,1,2023,4,8,13,10,7,Home Win,2022-2023
B1,2023-04-08,Charleroi,Waregem,3,2,H,18.0,8.0,8.0,5.0,11.0,15.0,3.0,5.0,3.0,1.0,0.0,0.0,1.73,3.8,4.75,1.68,4.2,4.6,1.7,3.85,4.6,1.66,4.55,4.64,,,,1.65,3.9,4.75,1.73,4.6,4.75,1.66,4.18,4.53,17,1,2023,4,8,4,20,7,Home Win,2022-2023
B1,2023-04-08,Gent,St. Gilloise,1,1,D,10.0,5.0,3.0,3.0,4.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2.55,3.3,2.7,2.5,3.6,2.65,2.5,3.4,2.6,2.63,3.62,2.66,,,,2.55,3.3,2.7,2.63,3.62,2.75,2.53,3.45,2.63,19,0,2023,4,8,8,17,7,Draw,2022-2023
B1,2023-04-09,Anderlecht,Westerlo,0,0,D,16.0,13.0,2.0,6.0,11.0,18.0,10.0,1.0,2.0,2.0,0.0,0.0,1.67,3.75,5.0,1.71,4.0,4.5,1.67,3.95,4.2,1.7,4.1,4.62,,,,1.67,3.8,4.75,1.73,4.2,5.0,1.69,3.96,4.48,12,0,2023,4,9,0,21,1,Draw,2022-2023
B1,2023-04-09,Antwerp,Cercle Brugge,2,1,H,11.0,10.0,4.0,4.0,10.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,1.7,3.6,4.75,1.71,3.8,4.75,1.73,3.85,4.2,1.7,3.86,4.95,,,,1.67,3.6,5.25,1.73,4.0,5.25,1.69,3.79,4.74,15,1,2023,4,9,1,3,1,Home Win,2022-2023
B1,2023-04-09,Standard,Genk,2,0,H,11.0,19.0,4.0,7.0,17.0,13.0,4.0,7.0,3.0,3.0,0.0,0.0,2.63,3.4,2.55,2.65,3.7,2.45,2.65,3.5,2.45,2.6,3.78,2.53,,,,2.7,3.4,2.45,2.75,3.8,2.57,2.62,3.6,2.46,17,1,2023,4,9,18,7,1,Home Win,2022-2023
B1,2023-04-09,St Truiden,Oostende,5,0,H,18.0,11.0,11.0,4.0,14.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0,2.25,3.25,3.25,2.25,3.4,3.1,2.25,3.3,3.0,2.33,3.35,3.16,,,,,,,2.36,3.45,3.25,2.26,3.32,3.11,18,1,2023,4,9,16,12,1,Home Win,2022-2023
B1,2023-04-14,Standard,Charleroi,3,1,H,10.0,17.0,6.0,5.0,15.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0,2.05,3.5,3.5,2.05,3.7,3.5,2.05,3.5,3.25,2.06,3.7,3.58,,,,2.0,3.6,3.4,2.1,3.73,3.58,2.03,3.59,3.42,19,1,2023,4,14,18,4,6,Home Win,2022-2023
B1,2023-04-15,Eupen,Waregem,1,5,A,11.0,16.0,3.0,9.0,15.0,13.0,4.0,3.0,3.0,1.0,0.0,0.0,2.38,3.4,2.9,2.4,3.6,2.75,2.4,3.45,2.7,2.44,3.59,2.9,,,,2.4,3.4,2.8,2.44,3.7,2.9,2.37,3.51,2.82,15,2,2023,4,15,6,20,7,Away Win,2022-2023
B1,2023-04-15,Cercle Brugge,St Truiden,3,1,H,10.0,5.0,5.0,1.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,0.0,1.67,3.75,5.0,1.72,3.75,4.8,1.67,3.8,4.4,1.72,3.94,4.99,,,,,,,1.74,3.96,5.1,1.69,3.81,4.85,17,1,2023,4,15,3,16,7,Home Win,2022-2023
B1,2023-04-15,Oostende,Oud-Heverlee Leuven,0,4,A,13.0,19.0,3.0,8.0,10.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,2.4,3.5,2.75,2.4,3.8,2.65,2.4,3.6,2.65,2.37,4.21,2.62,,,,2.45,3.6,2.63,2.46,4.21,2.75,2.37,3.85,2.63,17,2,2023,4,15,12,13,7,Away Win,2022-2023
B1,2023-04-15,Westerlo,Club Brugge,0,0,D,7.0,22.0,1.0,10.0,13.0,8.0,4.0,13.0,4.0,3.0,0.0,0.0,3.3,3.4,2.15,3.0,3.6,2.2,3.0,3.5,2.15,3.29,3.71,2.17,,,,3.13,3.4,2.2,3.3,3.75,2.27,3.17,3.57,2.15,19,0,2023,4,15,21,5,7,Draw,2022-2023
B1,2023-04-16,Genk,Anderlecht,5,2,H,14.0,13.0,9.0,6.0,16.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0,1.85,3.6,4.0,1.85,3.9,3.8,1.9,3.8,3.6,1.83,4.08,3.91,,,,1.85,3.75,3.8,1.9,4.2,4.11,1.83,3.92,3.83,12,1,2023,4,16,7,0,1,Home Win,2022-2023
B1,2023-04-16,Mechelen,Gent,1,1,D,2.0,14.0,1.0,5.0,10.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,4.75,3.8,1.67,4.75,4.0,1.68,4.7,3.95,1.65,5.04,4.2,1.63,,,,5.0,4.0,1.62,5.4,4.33,1.68,4.87,4.08,1.63,15,0,2023,4,16,10,8,1,Draw,2022-2023
B1,2023-04-16,Antwerp,Kortrijk,1,0,H,14.0,5.0,3.0,2.0,13.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,1.29,5.75,9.0,1.31,5.5,9.5,1.27,5.75,10.0,1.29,5.45,11.18,,,,1.25,5.5,11.5,1.34,5.8,12.0,1.28,5.49,10.31,17,1,2023,4,16,1,9,1,Home Win,2022-2023
B1,2023-04-16,St. Gilloise,Seraing,2,1,H,19.0,6.0,8.0,2.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0,1.08,10.0,23.0,1.12,10.0,21.0,1.1,10.0,19.0,1.12,9.45,19.3,,,,1.08,9.5,23.0,1.13,10.0,23.0,1.11,9.35,20.19,18,1,2023,4,16,17,15,1,Home Win,2022-2023
B1,2023-04-22,Seraing,Westerlo,1,1,D,10.0,12.0,4.0,1.0,14.0,12.0,6.0,4.0,4.0,1.0,0.0,0.0,5.5,4.0,1.55,5.25,4.2,1.53,5.75,4.1,1.55,5.5,4.36,1.6,,,,5.5,4.2,1.53,5.75,4.36,1.62,5.33,4.2,1.57,17,0,2023,4,22,15,21,7,Draw,2022-2023
B1,2023-04-23,St Truiden,Antwerp,0,1,A,10.0,10.0,0.0,4.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,4.33,3.5,1.8,4.1,3.6,1.77,4.3,3.6,1.8,4.32,3.84,1.81,,,,,,,4.5,3.84,1.89,4.17,3.65,1.81,12,2,2023,4,23,16,1,1,Away Win,2022-2023
B1,2023-04-23,Anderlecht,Mechelen,2,3,A,19.0,15.0,9.0,7.0,11.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.36,5.0,7.0,1.35,5.5,7.5,1.35,5.5,7.25,1.35,5.24,8.18,,,,1.33,5.0,8.5,1.37,5.6,8.6,1.34,5.18,7.79,17,2,2023,4,23,0,10,1,Away Win,2022-2023
B1,2023-04-23,Charleroi,Genk,2,2,D,13.0,4.0,6.0,2.0,15.0,13.0,6.0,4.0,3.0,1.0,0.0,0.0,3.6,3.6,1.91,3.25,3.8,1.95,3.4,3.75,1.95,3.59,4.0,1.93,,,,3.6,3.6,1.95,3.66,4.1,1.98,3.5,3.81,1.93,17,0,2023,4,23,4,7,1,Draw,2022-2023
B1,2023-04-23,Club Brugge,Eupen,7,0,H,33.0,6.0,13.0,0.0,8.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,1.3,5.0,9.5,1.31,5.75,8.75,1.3,5.75,8.25,1.3,5.64,9.77,,,,1.29,5.5,9.0,1.32,5.8,10.0,1.29,5.51,9.12,17,1,2023,4,23,5,6,1,Home Win,2022-2023
B1,2023-04-23,Gent,Oostende,1,2,A,19.0,13.0,4.0,6.0,4.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0,1.2,6.0,12.0,1.22,6.75,12.0,1.22,6.75,11.0,1.21,7.1,11.31,,,,1.2,6.5,12.0,1.23,7.5,14.0,1.21,6.71,11.56,17,2,2023,4,23,8,12,1,Away Win,2022-2023
B1,2023-04-23,Kortrijk,St. Gilloise,2,4,A,9.0,16.0,5.0,8.0,9.0,14.0,0.0,3.0,1.0,3.0,0.0,0.0,5.25,4.2,1.53,5.25,4.4,1.57,5.75,4.4,1.53,5.46,4.5,1.55,,,,5.5,4.2,1.53,6.0,4.6,1.57,5.4,4.38,1.53,17,2,2023,4,23,9,17,1,Away Win,2022-2023
B1,2023-04-23,Oud-Heverlee Leuven,Standard,3,2,H,12.0,14.0,5.0,5.0,9.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.5,3.6,2.5,2.55,3.75,2.5,2.65,3.55,2.45,2.65,3.74,2.51,,,,2.6,3.5,2.5,2.65,3.78,2.65,2.57,3.6,2.5,17,1,2023,4,23,13,18,1,Home Win,2022-2023
B1,2023-04-23,Waregem,Cercle Brugge,2,3,A,11.0,22.0,3.0,8.0,16.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0,3.0,3.6,2.15,3.0,3.8,2.15,2.9,3.6,2.2,2.94,3.87,2.24,,,,3.0,3.6,2.2,3.05,3.97,2.25,2.94,3.73,2.18,17,2,2023,4,23,20,3,1,Away Win,2022-2023
B1,2023-07-28,St. Gilloise,Anderlecht,2,0,H,10.0,5.0,3.0,2.0,16.0,13.0,3.0,3.0,5.0,3.0,0.0,0.0,2.1,3.3,3.2,2.2,3.5,3.1,2.25,3.4,3.05,2.22,3.63,3.24,1.95,3.25,3.25,2.2,3.4,3.1,2.28,3.63,3.24,2.21,3.46,3.1,19,1,2023,7,28,17,0,6,Home Win,2023-2024
B1,2023-07-29,Eupen,Westerlo,2,2,D,13.0,22.0,6.0,5.0,14.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,3.4,3.3,2.05,3.2,3.5,2.15,3.25,3.4,2.15,3.56,3.56,2.12,3.0,3.2,2.1,3.4,3.4,2.1,3.56,3.58,2.19,3.36,3.46,2.11,15,0,2023,7,29,6,21,7,Draw,2023-2024
B1,2023-07-29,Charleroi,Oud-Heverlee Leuven,1,1,D,4.0,19.0,2.0,5.0,7.0,12.0,2.0,6.0,3.0,1.0,1.0,0.0,1.95,3.5,3.5,1.98,3.7,3.6,2.05,3.55,3.4,2.03,3.73,3.65,2.05,3.25,3.0,1.95,3.6,3.6,2.05,3.73,3.85,1.99,3.59,3.56,17,0,2023,7,29,4,13,7,Draw,2023-2024
B1,2023-07-29,RWD Molenbeek,Genk,0,4,A,10.0,28.0,4.0,10.0,11.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,3.5,3.6,1.85,3.5,3.7,1.98,3.5,3.6,2.0,3.67,3.9,1.98,3.5,3.4,1.83,3.7,3.6,1.93,3.83,3.9,2.0,3.6,3.69,1.94,19,2,2023,7,29,14,7,7,Away Win,2023-2024
B1,2023-07-30,Antwerp,Cercle Brugge,1,0,H,15.0,8.0,4.0,1.0,15.0,13.0,7.0,7.0,0.0,2.0,0.0,0.0,1.75,3.5,4.2,1.82,3.75,4.1,1.9,3.6,4.0,1.85,3.6,4.36,1.75,3.4,3.8,1.8,3.6,4.2,1.9,3.79,4.4,1.82,3.61,4.18,12,1,2023,7,30,1,3,1,Home Win,2023-2024
B1,2023-07-30,Gent,Kortrijk,3,2,H,17.0,10.0,4.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,0.0,0.0,1.33,4.75,8.0,1.35,5.0,8.5,1.33,5.25,8.25,1.33,5.51,8.63,1.3,4.4,7.0,1.3,5.25,9.0,1.36,5.7,9.0,1.32,5.23,8.52,15,1,2023,7,30,8,9,1,Home Win,2023-2024
B1,2023-07-30,Club Brugge,Mechelen,1,1,D,21.0,9.0,5.0,2.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,0.0,1.45,4.5,5.25,1.47,4.5,6.5,1.5,4.4,6.0,1.47,4.68,6.33,1.4,4.33,5.5,1.45,4.4,6.5,1.52,4.9,6.5,1.47,4.57,6.16,17,0,2023,7,30,5,10,1,Draw,2023-2024
B1,2023-07-30,St Truiden,Standard,1,0,H,11.0,7.0,3.0,3.0,13.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,2.63,3.2,2.63,2.65,3.3,2.6,2.6,3.2,2.65,2.71,3.27,2.71,2.6,3.1,2.4,,,,2.75,3.4,2.74,2.64,3.26,2.63,18,1,2023,7,30,16,18,1,Home Win,2023-2024
B1,2023-08-04,Standard,St. Gilloise,0,1,A,8.0,24.0,3.0,8.0,9.0,12.0,2.0,13.0,4.0,1.0,1.0,0.0,3.75,3.6,1.91,3.5,3.6,2.0,3.5,3.55,2.0,3.87,3.67,1.98,,,,3.6,3.6,1.95,3.87,3.83,2.08,3.55,3.61,1.99,19,2,2023,8,4,18,17,6,Away Win,2023-2024
B1,2023-08-05,Genk,Eupen,0,1,A,28.0,5.0,3.0,2.0,11.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.33,5.25,8.5,1.31,5.75,8.75,1.3,6.0,8.75,1.29,6.28,9.53,,,,1.29,5.5,9.0,1.33,6.28,10.5,1.29,5.67,8.88,15,2,2023,8,5,7,6,7,Away Win,2023-2024
B1,2023-08-05,Cercle Brugge,Charleroi,2,0,H,19.0,8.0,3.0,3.0,11.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0,1.85,3.8,4.0,1.87,3.9,3.8,1.9,3.7,3.75,1.92,3.8,3.98,,,,1.85,3.7,3.9,1.92,4.0,4.0,1.87,3.75,3.8,17,1,2023,8,5,3,4,7,Home Win,2023-2024
B1,2023-08-05,Oud-Heverlee Leuven,RWD Molenbeek,1,2,A,18.0,15.0,5.0,4.0,14.0,18.0,15.0,6.0,4.0,1.0,0.0,0.0,1.75,4.0,4.2,1.78,3.9,4.2,1.8,3.8,4.1,1.82,4.01,4.23,,,,1.75,3.8,4.2,1.83,4.1,4.25,1.78,3.87,4.1,19,2,2023,8,5,13,14,7,Away Win,2023-2024
